model,model_label,persona,domain,construction,raw_composite_projection,within_model_percentile,pc1,pc2,pc3
gemma,Gemma-2-27B,specialist,Conscientiousness,human_anchored_strict,0.2303707999738769,94.72727272727273,483.5801886439912,-226.4868551016368,67.8690514161365
gemma,Gemma-2-27B,spirit,Conscientiousness,human_anchored_strict,0.21877113248132837,55.81818181818182,-843.3319647446374,-564.0384115732425,-195.05183424967612
gemma,Gemma-2-27B,spy,Conscientiousness,human_anchored_strict,0.21484759165532352,42.72727272727273,48.72151962120599,161.7406525802408,448.7077446210185
gemma,Gemma-2-27B,statistician,Conscientiousness,human_anchored_strict,0.22627113758358633,85.63636363636364,610.2385211303748,-139.49508797578946,148.52248645726004
gemma,Gemma-2-27B,stoic,Conscientiousness,human_anchored_strict,0.22500559592323574,81.63636363636364,-384.6767935965296,-351.9355353380228,232.84548471250073
gemma,Gemma-2-27B,strategist,Conscientiousness,human_anchored_strict,0.23059735149459867,95.45454545454545,596.1832007674545,-319.3188144356767,16.905894058564325
gemma,Gemma-2-27B,student,Conscientiousness,human_anchored_strict,0.19746505885661467,10.363636363636363,527.6925017061927,404.49363387563994,-184.846466398062
gemma,Gemma-2-27B,summarizer,Conscientiousness,human_anchored_strict,0.22595423970235354,84.18181818181819,571.4060148766797,-278.5928685535193,-111.28089866257285
gemma,Gemma-2-27B,supervisor,Conscientiousness,human_anchored_strict,0.22602178912037374,84.9090909090909,669.190257596915,-147.70814788029074,-47.5734157165852
gemma,Gemma-2-27B,surfer,Conscientiousness,human_anchored_strict,0.18934066797546395,4.545454545454546,-322.62888680942336,503.4213498654937,-427.46792174393596
gemma,Gemma-2-27B,survivor,Conscientiousness,human_anchored_strict,0.2063951540453758,23.09090909090909,-287.17769649287584,254.62018676514396,-205.0515213817077
gemma,Gemma-2-27B,swarm,Conscientiousness,human_anchored_strict,0.2210852721103481,67.0909090909091,-277.1426823711169,-465.11672036606336,124.41528059448494
gemma,Gemma-2-27B,symbiont,Conscientiousness,human_anchored_strict,0.22065430353022752,65.27272727272727,103.73818010404847,-283.6304668311367,-40.72804639311377
gemma,Gemma-2-27B,synthesizer,Conscientiousness,human_anchored_strict,0.22607639845816868,85.27272727272727,320.8154082429299,-301.23375427235055,-58.382185371490756
gemma,Gemma-2-27B,teacher,Conscientiousness,human_anchored_strict,0.21408255751555955,40.54545454545455,534.8551246909598,50.18447472132836,-234.29978053807747
gemma,Gemma-2-27B,technologist,Conscientiousness,human_anchored_strict,0.221429281462006,68.54545454545455,437.38961357340145,-132.6562169664031,100.83630090546953
gemma,Gemma-2-27B,teenager,Conscientiousness,human_anchored_strict,0.17373171899036532,1.6363636363636365,233.79855079842574,1232.4977871327733,-104.08284958500924
gemma,Gemma-2-27B,theorist,Conscientiousness,human_anchored_strict,0.23083355999316604,96.9090909090909,335.04104903672294,-365.53147657553086,116.5099752570032
gemma,Gemma-2-27B,therapist,Conscientiousness,human_anchored_strict,0.2205541748734822,63.81818181818182,573.186957729305,-130.94942912443048,-335.01740067617123
gemma,Gemma-2-27B,toddler,Conscientiousness,human_anchored_strict,0.15896293494234895,0.18181818181818182,-371.3210712719529,1224.2848909830223,-1048.6899013486482
gemma,Gemma-2-27B,traditionalist,Conscientiousness,human_anchored_strict,0.22353342098121212,74.72727272727273,-320.1375809319395,-201.74429702310533,12.375812415985854
gemma,Gemma-2-27B,trainer,Conscientiousness,human_anchored_strict,0.22081901148325986,66.0,594.2279061922839,-119.38778550717618,-131.40738634008753
gemma,Gemma-2-27B,translator,Conscientiousness,human_anchored_strict,0.2259542854258831,84.54545454545455,604.1462642725072,-220.13608729025427,-27.01241367660853
gemma,Gemma-2-27B,tree,Conscientiousness,human_anchored_strict,0.2123271048915848,34.0,-1082.5249937756976,-443.3896669453567,-347.9385332652396
gemma,Gemma-2-27B,trickster,Conscientiousness,human_anchored_strict,0.19866579209813753,11.818181818181818,-541.774999939589,409.96393162241316,205.69843193419126
gemma,Gemma-2-27B,tulpa,Conscientiousness,human_anchored_strict,0.21417221746237258,40.90909090909091,36.85690957411876,-52.05643300656372,-58.27036634488288
gemma,Gemma-2-27B,tutor,Conscientiousness,human_anchored_strict,0.21473277265787075,42.36363636363637,573.8125184208329,49.9438285156022,-221.27141764607055
gemma,Gemma-2-27B,validator,Conscientiousness,human_anchored_strict,0.2309962695576737,97.27272727272727,668.9640373394903,-236.55640050627792,105.29069894666709
gemma,Gemma-2-27B,vampire,Conscientiousness,human_anchored_strict,0.21645624148722267,49.27272727272727,-871.4207361817147,-182.89134479594253,366.040794006954
gemma,Gemma-2-27B,vegan,Conscientiousness,human_anchored_strict,0.2169172653539522,50.0,446.5192216728275,-76.94043481261367,-232.59069794834838
gemma,Gemma-2-27B,veteran,Conscientiousness,human_anchored_strict,0.2043979329606339,20.545454545454547,153.71889188350582,499.29277612266395,9.292427204696935
gemma,Gemma-2-27B,veterinarian,Conscientiousness,human_anchored_strict,0.21853099902424536,54.72727272727273,497.1531392494916,7.0183852325422595,-132.22029261898203
gemma,Gemma-2-27B,vigilante,Conscientiousness,human_anchored_strict,0.20427529500297492,20.181818181818183,-165.08337072709577,412.5112193741954,283.044369705487
gemma,Gemma-2-27B,virtuoso,Conscientiousness,human_anchored_strict,0.22144882128077653,68.9090909090909,-439.7058517850793,-276.6015699036767,107.11273084471061
gemma,Gemma-2-27B,virus,Conscientiousness,human_anchored_strict,0.21269993820444913,35.09090909090909,-99.6121686368178,-46.04579660502867,486.80602384738376
gemma,Gemma-2-27B,visionary,Conscientiousness,human_anchored_strict,0.2193807328899398,60.18181818181818,-72.83478607207067,-235.25282111467214,79.4006334557289
gemma,Gemma-2-27B,void,Conscientiousness,human_anchored_strict,0.2116455396337199,31.454545454545453,-1081.0408599236846,-356.9982036959653,300.43418857547965
gemma,Gemma-2-27B,wanderer,Conscientiousness,human_anchored_strict,0.20816555033743792,24.181818181818183,-707.0025766129683,-146.1500984299938,-230.2586709593098
gemma,Gemma-2-27B,warrior,Conscientiousness,human_anchored_strict,0.2129585879402687,36.54545454545455,-576.229267328504,-123.3947652060093,8.92244987125659
gemma,Gemma-2-27B,whale,Conscientiousness,human_anchored_strict,0.21028394154510766,28.181818181818183,-948.6808195833048,-363.20560987107416,-265.8957895581019
gemma,Gemma-2-27B,widow,Conscientiousness,human_anchored_strict,0.2047457643805,21.636363636363637,-272.20527814572336,388.98420092704055,-309.78097159890643
gemma,Gemma-2-27B,wind,Conscientiousness,human_anchored_strict,0.2094379743455278,26.727272727272727,-1004.4309387379831,-320.6642428226379,-216.61485713804078
gemma,Gemma-2-27B,witch,Conscientiousness,human_anchored_strict,0.21535709493766708,44.54545454545455,-893.6559377046578,-421.44343060932437,-234.15469726838936
gemma,Gemma-2-27B,witness,Conscientiousness,human_anchored_strict,0.21610555690931824,47.81818181818182,-36.17308142049375,42.67310729191838,-1.5707485862774526
gemma,Gemma-2-27B,workaholic,Conscientiousness,human_anchored_strict,0.20464309587775267,21.272727272727273,-17.192355768420384,525.1087893082706,714.9426812697313
gemma,Gemma-2-27B,wraith,Conscientiousness,human_anchored_strict,0.2127794126028934,35.45454545454545,-1088.6093298022988,-424.77026114853817,29.375367690894866
gemma,Gemma-2-27B,writer,Conscientiousness,human_anchored_strict,0.21941216231939736,60.54545454545455,69.6144399063047,-108.75603864039672,-42.82353837961745
gemma,Gemma-2-27B,zealot,Conscientiousness,human_anchored_strict,0.210206628650047,27.818181818181817,-892.5762888536199,90.231353533428,622.1765939318218
gemma,Gemma-2-27B,zeitgeist,Conscientiousness,human_anchored_strict,0.21181006383810497,32.90909090909091,-246.0980581208381,-104.79376775605391,107.28474285229379
gemma,Gemma-2-27B,aberration,Extraversion,human_anchored_strict,-0.1848520281607884,73.27272727272727,-972.3358057945518,-139.6333460640455,594.1403254457801
gemma,Gemma-2-27B,absurdist,Extraversion,human_anchored_strict,-0.17502372622174545,91.45454545454545,-607.684327247709,419.7076021458469,602.6508034493047
gemma,Gemma-2-27B,accountant,Extraversion,human_anchored_strict,-0.21164602680669978,8.909090909090908,625.1319121049354,-96.06619934820858,100.02703388742053
gemma,Gemma-2-27B,activist,Extraversion,human_anchored_strict,-0.19189824774842437,55.09090909090909,319.0315981850816,-37.57730076118414,-42.021713601490084
gemma,Gemma-2-27B,actor,Extraversion,human_anchored_strict,-0.18015717720422308,83.45454545454545,-275.7830245215384,247.03600589969275,21.535128099463495
gemma,Gemma-2-27B,addict,Extraversion,human_anchored_strict,-0.17552229940339947,90.72727272727273,-55.17583520126625,518.8212750773945,-76.41051874900504
gemma,Gemma-2-27B,adolescent,Extraversion,human_anchored_strict,-0.16335089785902984,99.0909090909091,224.32257645379977,1208.3327812348728,-123.33244967119082
gemma,Gemma-2-27B,advocate,Extraversion,human_anchored_strict,-0.19735719807012236,41.63636363636363,280.57727689253636,-176.60072206001286,-57.31645490346376
gemma,Gemma-2-27B,alien,Extraversion,human_anchored_strict,-0.2001016461664992,36.90909090909091,-478.3674508559843,-273.1319128919312,315.92983165112645
gemma,Gemma-2-27B,altruist,Extraversion,human_anchored_strict,-0.20172488168549807,32.54545454545455,282.0091049167414,-124.45994123528344,-114.25097714129602
gemma,Gemma-2-27B,amateur,Extraversion,human_anchored_strict,-0.16969395346015745,96.9090909090909,235.94905768366652,690.7321151072927,-353.8189988514803
gemma,Gemma-2-27B,ambassador,Extraversion,human_anchored_strict,-0.2102921212495214,11.818181818181818,438.2300107806909,-269.54872343313195,-37.226760334851356
gemma,Gemma-2-27B,amnesiac,Extraversion,human_anchored_strict,-0.17798825340599717,86.0,-574.3606387797996,263.3712467641196,-180.981335851938
gemma,Gemma-2-27B,analyst,Extraversion,human_anchored_strict,-0.2171798704309094,2.3636363636363638,645.1758692063697,-293.78463378759574,50.993781698023895
gemma,Gemma-2-27B,anarchist,Extraversion,human_anchored_strict,-0.192680482414105,53.63636363636363,29.528915181199714,-61.54257326899371,157.02046862413164
gemma,Gemma-2-27B,ancient,Extraversion,human_anchored_strict,-0.18994923618175558,59.45454545454545,-856.4458038012641,-439.9525519459806,47.8093359174849
gemma,Gemma-2-27B,angel,Extraversion,human_anchored_strict,-0.19374193457428404,50.72727272727273,-516.8786250744231,-509.4744795513281,-281.5696121352012
gemma,Gemma-2-27B,anthropologist,Extraversion,human_anchored_strict,-0.20728160116206232,18.0,412.45932907114883,-285.5978543279821,-27.407000898776623
gemma,Gemma-2-27B,archaeologist,Extraversion,human_anchored_strict,-0.19485511052034646,46.72727272727273,57.16588688200539,-152.31102247658572,11.169838176174588
gemma,Gemma-2-27B,architect,Extraversion,human_anchored_strict,-0.20339818914197177,27.818181818181817,456.7763741987894,-192.83479016140282,-39.752683267696305
gemma,Gemma-2-27B,archivist,Extraversion,human_anchored_strict,-0.20381929659465173,27.09090909090909,297.38188481499,-208.19233742607366,59.279166121944016
gemma,Gemma-2-27B,artisan,Extraversion,human_anchored_strict,-0.1895441472100802,59.81818181818182,-347.2496766619287,-171.6743488112054,-214.0004285124917
gemma,Gemma-2-27B,ascetic,Extraversion,human_anchored_strict,-0.20048820397551395,35.45454545454545,-750.4923807001704,-409.9730722647266,72.36966187185247
gemma,Gemma-2-27B,assistant,Extraversion,human_anchored_strict,-0.21000137218214604,12.181818181818182,607.5056401756186,-88.4614393650641,-167.5436570310146
gemma,Gemma-2-27B,auctioneer,Extraversion,human_anchored_strict,-0.1747009570991961,92.54545454545455,-44.43216654510261,744.3533090633368,17.889952042043653
gemma,Gemma-2-27B,auditor,Extraversion,human_anchored_strict,-0.2152729910493932,4.909090909090909,643.7426852939184,-183.77609209824848,155.02065086903846
gemma,Gemma-2-27B,avatar,Extraversion,human_anchored_strict,-0.19431858062502838,48.90909090909091,-667.9592398138517,-569.2482419277512,-136.1091516313275
gemma,Gemma-2-27B,bard,Extraversion,human_anchored_strict,-0.1814522597764249,79.0909090909091,-860.6309900739913,-233.7832838193556,-286.2619299208421
gemma,Gemma-2-27B,bartender,Extraversion,human_anchored_strict,-0.17791823654402072,86.36363636363636,79.04605376243187,603.1256133457381,-173.07271594913533
gemma,Gemma-2-27B,biologist,Extraversion,human_anchored_strict,-0.2038320189453596,26.727272727272727,414.50896142343464,-202.3640187819437,43.55607549387769
gemma,Gemma-2-27B,blogger,Extraversion,human_anchored_strict,-0.18007705052701609,83.81818181818181,96.49561485608679,170.37937533318188,-140.68131301497627
gemma,Gemma-2-27B,bohemian,Extraversion,human_anchored_strict,-0.1626679392715085,99.81818181818181,-628.5804158514117,295.4733334807991,-145.80361203181818
gemma,Gemma-2-27B,builder,Extraversion,human_anchored_strict,-0.1939269259896896,50.0,181.88567002638993,82.59213953118102,-107.00025214513724
gemma,Gemma-2-27B,caregiver,Extraversion,human_anchored_strict,-0.19368619835624193,51.09090909090909,310.44845917307504,35.009170119375064,-508.3027444900995
gemma,Gemma-2-27B,cartographer,Extraversion,human_anchored_strict,-0.20109151306746928,34.36363636363637,259.8926455646978,-163.40457542703405,14.05794864570476
gemma,Gemma-2-27B,caveman,Extraversion,human_anchored_strict,-0.18418082772795244,74.36363636363636,-1058.527941777101,584.2059934766943,-1078.232107447572
gemma,Gemma-2-27B,celebrity,Extraversion,human_anchored_strict,-0.17894542846435418,84.9090909090909,134.1908831430706,487.4791610009525,1.0459786409638543
gemma,Gemma-2-27B,chameleon,Extraversion,human_anchored_strict,-0.1852971785344963,71.81818181818181,-56.32011649429058,181.40050919483315,-129.96089157431018
gemma,Gemma-2-27B,chef,Extraversion,human_anchored_strict,-0.1862497589324324,70.0,186.9528792449668,134.0613951928675,-112.16653142229823
gemma,Gemma-2-27B,chemist,Extraversion,human_anchored_strict,-0.2018842007883211,31.818181818181817,422.36839287027516,-69.1504212533576,139.12164303392063
gemma,Gemma-2-27B,chimera,Extraversion,human_anchored_strict,-0.185333286890167,71.45454545454545,-725.2615113046255,-274.72018897464915,155.1337291187276
gemma,Gemma-2-27B,coach,Extraversion,human_anchored_strict,-0.20087849761523327,34.72727272727273,611.3079728570415,-109.26280238477943,-229.1671414783721
gemma,Gemma-2-27B,collaborator,Extraversion,human_anchored_strict,-0.20146262488079414,33.63636363636363,654.3820659654936,-103.49943332654412,-210.47882625641506
gemma,Gemma-2-27B,collector,Extraversion,human_anchored_strict,-0.19800942869570018,40.18181818181818,123.11887072391475,-192.49822155029054,62.04761852772949
gemma,Gemma-2-27B,comedian,Extraversion,human_anchored_strict,-0.17285763346635696,95.0909090909091,-89.17593815629839,1117.9809984907854,407.22390565506794
gemma,Gemma-2-27B,competitor,Extraversion,human_anchored_strict,-0.1792920590501946,84.18181818181819,54.714041928433645,664.3774134136894,538.2777921479019
gemma,Gemma-2-27B,composer,Extraversion,human_anchored_strict,-0.1945136746258077,47.81818181818182,1.0692011529746026,-281.48812686383474,12.809697252722518
gemma,Gemma-2-27B,conservator,Extraversion,human_anchored_strict,-0.20397070349020988,25.636363636363637,340.0154930780432,-226.85419573671712,9.589263064011543
gemma,Gemma-2-27B,consultant,Extraversion,human_anchored_strict,-0.21419781689809278,5.636363636363637,654.9841933258781,-271.487932426886,-33.56048322675558
gemma,Gemma-2-27B,contrarian,Extraversion,human_anchored_strict,-0.18914648204443782,61.27272727272727,15.889997238623508,251.64260958368652,500.3344109631085
gemma,Gemma-2-27B,coordinator,Extraversion,human_anchored_strict,-0.20813305757719588,15.818181818181818,614.2459331164459,-208.8154456427959,-46.28211501636888
gemma,Gemma-2-27B,coral_reef,Extraversion,human_anchored_strict,-0.18686043512879594,68.54545454545455,-746.8313549949007,-318.51144667571475,-190.30720588525165
gemma,Gemma-2-27B,cosmopolitan,Extraversion,human_anchored_strict,-0.1913713402757752,55.81818181818182,34.24130611051142,-119.49020186023316,-51.79395477875572
gemma,Gemma-2-27B,counselor,Extraversion,human_anchored_strict,-0.2021386924701206,31.454545454545453,522.2890604668036,-110.89448596196968,-376.13687728637103
gemma,Gemma-2-27B,criminal,Extraversion,human_anchored_strict,-0.17510638760355574,91.0909090909091,-349.5294250822357,938.0127077286298,97.40069503009134
gemma,Gemma-2-27B,critic,Extraversion,human_anchored_strict,-0.20252629060125826,30.727272727272727,258.2118583894095,-282.7990970776492,158.75537817340322
gemma,Gemma-2-27B,crystalline,Extraversion,human_anchored_strict,-0.20356291352591768,27.454545454545453,-576.6130354912156,-472.14162189603127,254.57609738437827
gemma,Gemma-2-27B,curator,Extraversion,human_anchored_strict,-0.1977179471923571,41.27272727272727,245.89749831667558,-254.35131374208655,-58.53392999272961
gemma,Gemma-2-27B,cyborg,Extraversion,human_anchored_strict,-0.20257888869526078,30.363636363636363,173.41368166442302,-252.59771108045456,207.84346203528116
gemma,Gemma-2-27B,cynic,Extraversion,human_anchored_strict,-0.18240660993742286,78.0,-187.9224555613701,913.4270359453986,704.5167166476958
gemma,Gemma-2-27B,daredevil,Extraversion,human_anchored_strict,-0.16539389204645988,98.0,-182.69547910438285,807.8324407045733,273.3594318452736
gemma,Gemma-2-27B,debugger,Extraversion,human_anchored_strict,-0.2079781588767775,16.545454545454547,628.0428164335386,-157.85966892791498,74.08731540793033
gemma,Gemma-2-27B,demon,Extraversion,human_anchored_strict,-0.18375866254540785,75.81818181818181,-870.9837782514512,-19.18064133737303,538.885227182181
gemma,Gemma-2-27B,designer,Extraversion,human_anchored_strict,-0.201506035977297,33.27272727272727,500.4462694259695,-196.04264232726763,-43.21890051779305
gemma,Gemma-2-27B,destroyer,Extraversion,human_anchored_strict,-0.19665178272662223,44.18181818181818,15.883059063831162,-138.98482777299756,367.8350217356011
gemma,Gemma-2-27B,detective,Extraversion,human_anchored_strict,-0.20166693659519636,32.90909090909091,374.3710960809275,-22.24588023734416,166.46607112493692
gemma,Gemma-2-27B,devils_advocate,Extraversion,human_anchored_strict,-0.19790325421977756,40.54545454545455,206.8501583298594,111.31691162605449,348.18813801331254
gemma,Gemma-2-27B,dilettante,Extraversion,human_anchored_strict,-0.17746502239889758,86.72727272727273,-243.8004258329257,301.6654282624621,257.2089856189055
gemma,Gemma-2-27B,dispatcher,Extraversion,human_anchored_strict,-0.20310023846069344,28.90909090909091,540.4219540108114,31.195270124696986,63.13186516917472
gemma,Gemma-2-27B,divorcee,Extraversion,human_anchored_strict,-0.17631828411391498,88.54545454545455,140.8743134114306,573.471240757008,-153.53997045309404
gemma,Gemma-2-27B,doctor,Extraversion,human_anchored_strict,-0.2088618651216001,14.0,594.383955570991,-63.709707781145624,-116.58012764083661
gemma,Gemma-2-27B,dreamer,Extraversion,human_anchored_strict,-0.1810271172721339,80.9090909090909,-860.3169864801642,-307.4035624438174,-53.04968127954102
gemma,Gemma-2-27B,echo,Extraversion,human_anchored_strict,-0.18760065906360127,65.27272727272727,-1032.7332753777546,-430.907705224945,-77.2260905771352
gemma,Gemma-2-27B,economist,Extraversion,human_anchored_strict,-0.21319171049253807,6.363636363636363,562.9074601565189,-162.22562507146742,128.88531354898726
gemma,Gemma-2-27B,ecosystem,Extraversion,human_anchored_strict,-0.19725097128520314,42.36363636363637,-137.23659508584657,-389.65737066220134,-199.8952486546463
gemma,Gemma-2-27B,editor,Extraversion,human_anchored_strict,-0.2081984000197536,15.090909090909092,675.594813359685,-138.1042922671128,20.647735104187582
gemma,Gemma-2-27B,egregore,Extraversion,human_anchored_strict,-0.19473869914340314,47.09090909090909,-427.9128246204689,-421.8526473402643,9.601984829954038
gemma,Gemma-2-27B,elder,Extraversion,human_anchored_strict,-0.1851018530274075,72.9090909090909,-456.40914112010284,43.833507239831214,-358.64421588308
gemma,Gemma-2-27B,eldritch,Extraversion,human_anchored_strict,-0.19049544771348748,58.36363636363637,-1206.3418614416923,-539.0129397634172,308.2020911784916
gemma,Gemma-2-27B,emissary,Extraversion,human_anchored_strict,-0.20704867753274311,18.363636363636363,330.050940757962,-410.0600402313254,-152.6418449787291
gemma,Gemma-2-27B,empath,Extraversion,human_anchored_strict,-0.1828968065361686,77.63636363636364,-144.51246447901843,-117.2029275713397,-306.0483563513509
gemma,Gemma-2-27B,engineer,Extraversion,human_anchored_strict,-0.2111186805901454,10.363636363636363,617.3462248276218,-223.66969296630523,58.77941021414502
gemma,Gemma-2-27B,entrepreneur,Extraversion,human_anchored_strict,-0.19178290566571363,55.45454545454545,460.89337517001087,68.4903712461474,72.62074841990652
gemma,Gemma-2-27B,evaluator,Extraversion,human_anchored_strict,-0.21741350660887218,2.0,654.497233331668,-297.1775329754496,30.331273676966404
gemma,Gemma-2-27B,evangelist,Extraversion,human_anchored_strict,-0.17362477007886717,94.0,-402.4080055909441,-51.641641510108215,49.00664304716787
gemma,Gemma-2-27B,examiner,Extraversion,human_anchored_strict,-0.21768909082746876,1.2727272727272727,698.9275169260121,-270.3999249643612,131.8380113438205
gemma,Gemma-2-27B,exile,Extraversion,human_anchored_strict,-0.18173287765735596,78.72727272727273,-744.5452236050438,3.054307120194548,-125.95248877091758
gemma,Gemma-2-27B,expatriate,Extraversion,human_anchored_strict,-0.188176164591254,62.72727272727273,197.64457181175126,200.38648449074574,-130.35387177141527
gemma,Gemma-2-27B,facilitator,Extraversion,human_anchored_strict,-0.20634605800253578,20.181818181818183,689.7321832649164,-193.15673433028917,-240.204258145997
gemma,Gemma-2-27B,familiar,Extraversion,human_anchored_strict,-0.19196602472108854,54.72727272727273,-745.869841993743,-447.7050128107,-94.13198909090299
gemma,Gemma-2-27B,fixer,Extraversion,human_anchored_strict,-0.18729327446956967,66.36363636363636,-26.030161727879108,461.8942527185343,315.0890635688799
gemma,Gemma-2-27B,flaneur,Extraversion,human_anchored_strict,-0.1834924222305154,76.9090909090909,-640.9681165890566,-55.16681287314743,168.67028963052778
gemma,Gemma-2-27B,fool,Extraversion,human_anchored_strict,-0.16453156515637515,98.36363636363636,-571.8414289068561,1180.43277363336,-650.7250828817944
gemma,Gemma-2-27B,forecaster,Extraversion,human_anchored_strict,-0.21055326034232125,11.454545454545455,530.4749684256137,-235.45568858765336,82.47831021255239
gemma,Gemma-2-27B,futurist,Extraversion,human_anchored_strict,-0.20279215564214026,30.0,399.4238162168813,-291.1726527929762,110.70494816280825
gemma,Gemma-2-27B,gamer,Extraversion,human_anchored_strict,-0.17684839820826853,87.0909090909091,100.49925204340104,581.3489127720469,199.5536366729526
gemma,Gemma-2-27B,generalist,Extraversion,human_anchored_strict,-0.20786416895227258,16.90909090909091,502.79659422891507,-240.59482160810984,-63.277173196060396
gemma,Gemma-2-27B,genie,Extraversion,human_anchored_strict,-0.18130407943216584,79.81818181818181,-766.5011674100019,-1.4301764771427896,206.52239511599592
gemma,Gemma-2-27B,geographer,Extraversion,human_anchored_strict,-0.20484296222136722,23.818181818181817,444.64935907358233,-189.16845817702423,-10.176506596922321
gemma,Gemma-2-27B,ghost,Extraversion,human_anchored_strict,-0.18533435270872403,71.0909090909091,-948.9769040419791,-283.30997380398463,-26.32963466445627
gemma,Gemma-2-27B,golem,Extraversion,human_anchored_strict,-0.19360335319950128,51.45454545454545,-983.5979421795855,-431.1813526975917,-119.17171169590264
gemma,Gemma-2-27B,gossip,Extraversion,human_anchored_strict,-0.16688258686919694,97.63636363636364,-84.4277141323848,1022.1538751735695,299.2281033588296
gemma,Gemma-2-27B,grader,Extraversion,human_anchored_strict,-0.21358521762359933,6.0,753.7689075350848,-153.41893565531763,55.472132283569174
gemma,Gemma-2-27B,graduate,Extraversion,human_anchored_strict,-0.18096049043386034,81.27272727272727,329.1492684760103,499.60919724293893,-43.968586174194165
gemma,Gemma-2-27B,grandparent,Extraversion,human_anchored_strict,-0.17491138456877683,92.18181818181819,-213.31853429080644,649.8611630495229,-495.40611984053464
gemma,Gemma-2-27B,guardian,Extraversion,human_anchored_strict,-0.2057098861844216,22.0,218.4828906354056,-240.8693076002931,-49.61320647807467
gemma,Gemma-2-27B,guide,Extraversion,human_anchored_strict,-0.19687306259199241,43.81818181818182,245.00349116158407,-146.91747557298874,-175.78319597199987
gemma,Gemma-2-27B,guru,Extraversion,human_anchored_strict,-0.1908699721817942,56.90909090909091,-613.3274213584676,-451.8870857498395,-252.3374295252412
gemma,Gemma-2-27B,hacker,Extraversion,human_anchored_strict,-0.17372998376731236,93.63636363636364,-85.3601158629382,593.5197296303351,473.0941253006504
gemma,Gemma-2-27B,healer,Extraversion,human_anchored_strict,-0.19698246632967928,43.45454545454545,2.0471661115041164,-395.2317825752912,-386.9121165760314
gemma,Gemma-2-27B,hedonist,Extraversion,human_anchored_strict,-0.1790107392784003,84.54545454545455,-284.986272292723,269.51813446054894,287.30983108330497
gemma,Gemma-2-27B,hermit,Extraversion,human_anchored_strict,-0.19130479440251133,56.54545454545455,-925.0831687856644,-264.1822645271792,-246.87945090633204
gemma,Gemma-2-27B,historian,Extraversion,human_anchored_strict,-0.2041607778352003,24.90909090909091,202.70489060860575,-181.645112837936,137.95542232235593
gemma,Gemma-2-27B,hive,Extraversion,human_anchored_strict,-0.2057314578596579,21.636363636363637,-233.72789881208644,-468.464007853007,190.33258449891377
gemma,Gemma-2-27B,hoarder,Extraversion,human_anchored_strict,-0.17388225849054598,93.27272727272727,-402.15047496510556,920.9488136712106,-31.216766369536654
gemma,Gemma-2-27B,homunculus,Extraversion,human_anchored_strict,-0.19259845527156355,54.0,-726.6582603689802,-375.56485487072905,148.67845279548612
gemma,Gemma-2-27B,hybrid,Extraversion,human_anchored_strict,-0.19072345933434623,57.27272727272727,-51.0707384296528,-217.8227688675258,-133.52721990869364
gemma,Gemma-2-27B,idealist,Extraversion,human_anchored_strict,-0.18719124478630306,66.72727272727273,-108.51596600353824,-162.1673404239663,-52.36385970757043
gemma,Gemma-2-27B,immigrant,Extraversion,human_anchored_strict,-0.18380792144631367,75.45454545454545,-149.76717094753562,89.0232871349312,-333.90463832987035
gemma,Gemma-2-27B,improviser,Extraversion,human_anchored_strict,-0.16357373995856708,98.72727272727273,-127.65176135538441,718.1269019061755,-58.9203368785177
gemma,Gemma-2-27B,infant,Extraversion,human_anchored_strict,-0.18230434289451486,78.36363636363636,-355.937839637463,794.7046095688069,-788.2804835284428
gemma,Gemma-2-27B,influencer,Extraversion,human_anchored_strict,-0.17165195740746647,95.81818181818181,367.7304870359694,486.7963689808767,-122.62480138698905
gemma,Gemma-2-27B,instructor,Extraversion,human_anchored_strict,-0.20528936539403392,22.727272727272727,568.2996246863131,-123.81950815910338,-192.017338074395
gemma,Gemma-2-27B,interpreter,Extraversion,human_anchored_strict,-0.20188400609063128,32.18181818181818,410.0075418284293,-128.04996504742215,-180.40232528560165
gemma,Gemma-2-27B,interviewer,Extraversion,human_anchored_strict,-0.20809916311948118,16.181818181818183,629.1075011225117,-29.46098412920473,-105.21989415334481
gemma,Gemma-2-27B,jester,Extraversion,human_anchored_strict,-0.17645040605911017,87.81818181818181,-567.6095118845137,538.9946433072126,234.0315320012889
gemma,Gemma-2-27B,journalist,Extraversion,human_anchored_strict,-0.20982432109329843,12.909090909090908,542.9125185937745,-165.94565771050074,81.40266135676549
gemma,Gemma-2-27B,judge,Extraversion,human_anchored_strict,-0.21714704202303442,2.727272727272727,466.7944065945172,-251.52305373267407,113.84594476550076
gemma,Gemma-2-27B,lawyer,Extraversion,human_anchored_strict,-0.21741455954636021,1.6363636363636365,620.251288849321,-146.02405025879918,151.84057249445203
gemma,Gemma-2-27B,leviathan,Extraversion,human_anchored_strict,-0.18921475774759616,60.54545454545455,-1214.5474112001812,-446.52836350195446,14.08289055580952
gemma,Gemma-2-27B,librarian,Extraversion,human_anchored_strict,-0.20605209689996437,21.272727272727273,492.0887858847735,-124.72666596223853,1.9400590205964987
gemma,Gemma-2-27B,linguist,Extraversion,human_anchored_strict,-0.20682860642180378,18.727272727272727,524.9865817501162,-167.9753796971389,78.5060616854383
gemma,Gemma-2-27B,loner,Extraversion,human_anchored_strict,-0.19277156391314337,52.90909090909091,-254.45745839683707,230.52962079414127,90.78075101700415
