census_2002_code,occupation_title,soc_2000_source_code,intermediate_level,intermediate_code,intermediate_title,broad_level,broad_code,broad_title,included_as_occupation,mapping_note
7840,Food batchmakers,51-3092,2000_SOC_minor_group,51-3000,Food Processing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7850,Food cooking machine operators and tenders,51-3093,2000_SOC_minor_group,51-3000,Food Processing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7900,Computer control programmers and operators,51-4010,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7920,"Extruding and drawing machine setters, operators, and tenders, metal and plastic",51-4021,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7930,"Forging machine setters, operators, and tenders, metal and plastic",51-4022,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7940,"Rolling machine setters, operators, and tenders, metal and plastic",51-4023,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7950,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
7960,"Drilling and boring machine tool setters, operators, and tenders, metal and plastic",51-4032,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8000,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8010,"Lathe and turning machine tool setters, operators, and tenders, metal and plastic",51-4034,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8020,"Milling and planing machine setters, operators, and tenders, metal and plastic",51-4035,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8030,Machinists,51-4041,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8040,Metal furnace and kiln operators and tenders,51-4050,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8060,"Model makers and patternmakers, metal and plastic",51-4060,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8100,"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8120,"Multiple machine tool setters, operators, and tenders, metal and plastic",51-4081,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8130,Tool and die makers,51-4111,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8140,"Welding, soldering, and brazing workers",51-4120,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8150,"Heat treating equipment setters, operators, and tenders, metal and plastic",51-4191,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8160,"Lay-out workers, metal and plastic",51-4192,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8200,"Plating and coating machine setters, operators, and tenders, metal and plastic",51-4193,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8210,"Tool grinders, filers, and sharpeners",51-4194,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8220,"Metalworkers and plastic workers, all other",51-4199,2000_SOC_minor_group,51-4000,Metal Workers and Plastic Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8230,Bookbinders and bindery workers,51-5010,2000_SOC_minor_group,51-5000,Printing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8240,Job printers,51-5021,2000_SOC_minor_group,51-5000,Printing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8250,Prepress technicians and workers,51-5022,2000_SOC_minor_group,51-5000,Printing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8260,Printing machine operators,51-5023,2000_SOC_minor_group,51-5000,Printing Workers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8300,Laundry and dry-cleaning workers,51-6011,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8310,"Pressers, textile, garment, and related materials",51-6021,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8320,Sewing machine operators,51-6031,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8330,Shoe and leather workers and repairers,51-6041,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8340,Shoe machine operators and tenders,51-6042,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8350,"Tailors, dressmakers, and sewers",51-6050,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8360,Textile bleaching and dyeing machine operators and tenders,51-6061,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8400,"Textile cutting machine setters, operators, and tenders",51-6062,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8410,"Textile knitting and weaving machine setters, operators, and tenders",51-6063,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",51-6064,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8430,"Extruding and forming machine setters, operators, and tenders, synthetic and glass fibers",51-6091,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8440,Fabric and apparel patternmakers,51-6092,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8450,Upholsterers,51-6093,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8460,"Textile, apparel, and furnishings workers, all other",51-6099,2000_SOC_minor_group,51-6000,"Textile, Apparel, and Furnishings Workers",2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8500,Cabinetmakers and bench carpenters,51-7011,2000_SOC_minor_group,51-7000,Woodworkers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8510,Furniture finishers,51-7021,2000_SOC_minor_group,51-7000,Woodworkers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8520,"Model makers and patternmakers, wood",51-7030,2000_SOC_minor_group,51-7000,Woodworkers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8530,"Sawing machine setters, operators, and tenders, wood",51-7041,2000_SOC_minor_group,51-7000,Woodworkers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8540,"Woodworking machine setters, operators, and tenders, except sawing",51-7042,2000_SOC_minor_group,51-7000,Woodworkers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8550,"Woodworkers, all other",51-7099,2000_SOC_minor_group,51-7000,Woodworkers,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8600,"Power plant operators, distributors, and dispatchers",51-8010,2000_SOC_minor_group,51-8000,Plant and System Operators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8610,Stationary engineers and boiler operators,51-8021,2000_SOC_minor_group,51-8000,Plant and System Operators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8620,Water and liquid waste treatment plant and system operators,51-8031,2000_SOC_minor_group,51-8000,Plant and System Operators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8630,Miscellaneous plant and system operators,51-8090,2000_SOC_minor_group,51-8000,Plant and System Operators,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8640,"Chemical processing machine setters, operators, and tenders",51-9010,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8650,"Crushing, grinding, polishing, mixing, and blending workers",51-9020,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8710,Cutting workers,51-9030,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8740,"Inspectors, testers, sorters, samplers, and weighers",51-9061,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8750,Jewelers and precious stone and metal workers,51-9071,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8760,"Medical, dental, and ophthalmic laboratory technicians",51-9080,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8800,Packaging and filling machine operators and tenders,51-9111,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8810,Painting workers,51-9120,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8830,Photographic process workers and processing machine operators,51-9130,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8840,Semiconductor processors,51-9141,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8850,Cementing and gluing machine operators and tenders,51-9191,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8860,"Cleaning, washing, and metal pickling equipment operators and tenders",51-9192,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8900,Cooling and freezing equipment operators and tenders,51-9193,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8910,Etchers and engravers,51-9194,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8920,"Molders, shapers, and casters, except metal and plastic",51-9195,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8930,"Paper goods machine setters, operators, and tenders",51-9196,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8940,Tire builders,51-9197,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8950,Helpers--production workers,51-9198,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
8960,"Production workers, all other",51-9199,2000_SOC_minor_group,51-9000,Other Production Occupations,2000_SOC_major_group,51-0000,Production Occupations,1,official 2002 Census-to-2000-SOC mapping
9000,"Supervisors, transportation and material moving workers",53-1000,2000_SOC_minor_group,53-1000,"Supervisors, Transportation and Material Moving Workers",2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9030,Aircraft pilots and flight engineers,53-2010,2000_SOC_minor_group,53-2000,Air Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9040,Air traffic controllers and airfield operations specialists,53-2020,2000_SOC_minor_group,53-2000,Air Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9110,"Ambulance drivers and attendants, except emergency medical technicians",53-3011,2000_SOC_minor_group,53-3000,Motor Vehicle Operators,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9120,Bus drivers,53-3020,2000_SOC_minor_group,53-3000,Motor Vehicle Operators,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9130,Driver/sales workers and truck drivers,53-3030,2000_SOC_minor_group,53-3000,Motor Vehicle Operators,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9140,Taxi drivers and chauffeurs,53-3041,2000_SOC_minor_group,53-3000,Motor Vehicle Operators,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9150,"Motor vehicle operators, all other",53-3099,2000_SOC_minor_group,53-3000,Motor Vehicle Operators,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9200,Locomotive engineers and operators,53-4010,2000_SOC_minor_group,53-4000,Rail Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9230,"Railroad brake, signal, and switch operators",53-4021,2000_SOC_minor_group,53-4000,Rail Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9240,Railroad conductors and yardmasters,53-4031,2000_SOC_minor_group,53-4000,Rail Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9260,"Subway, streetcar, and other rail transportation workers",53-40XX,2000_SOC_minor_group,53-4000,Rail Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9300,Sailors and marine oilers,53-5011,2000_SOC_minor_group,53-5000,Water Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9310,Ship and boat captains and operators,53-5020,2000_SOC_minor_group,53-5000,Water Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9330,Ship engineers,53-5031,2000_SOC_minor_group,53-5000,Water Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9340,Bridge and lock tenders,53-6011,2000_SOC_minor_group,53-6000,Other Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9350,Parking lot attendants,53-6021,2000_SOC_minor_group,53-6000,Other Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9360,Service station attendants,53-6031,2000_SOC_minor_group,53-6000,Other Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9410,Transportation inspectors,53-6051,2000_SOC_minor_group,53-6000,Other Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9420,Other transportation workers,53-60XX,2000_SOC_minor_group,53-6000,Other Transportation Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9500,Conveyor operators and tenders,53-7011,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9510,Crane and tower operators,53-7021,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9520,"Dredge, excavating, and loading machine operators",53-7030,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9560,Hoist and winch operators,53-7041,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9600,Industrial truck and tractor operators,53-7051,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9610,Cleaners of vehicles and equipment,53-7061,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9620,"Laborers and freight, stock, and material movers, hand",53-7062,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9630,Machine feeders and offbearers,53-7063,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9640,"Packers and packagers, hand",53-7064,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9650,Pumping station operators,53-7070,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9720,Refuse and recyclable material collectors,53-7081,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9730,Shuttle car operators,53-7111,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9740,"Tank car, truck, and ship loaders",53-7121,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9750,"Material moving workers, all other",53-7199,2000_SOC_minor_group,53-7000,Material Moving Workers,2000_SOC_major_group,53-0000,Transportation and Material Moving Occupations,1,official 2002 Census-to-2000-SOC mapping
9800,Military officer special and tactical operations leaders/managers,55-1010,2000_SOC_minor_group,55-1000,Military Officer Special and Tactical Operations Leaders/Managers,2000_SOC_major_group,55-0000,Military Specific Occupations,1,official 2002 Census-to-2000-SOC mapping
9810,First-line enlisted military supervisors/managers,55-2010,2000_SOC_minor_group,55-2000,First-Line Enlisted Military Supervisors/Managers,2000_SOC_major_group,55-0000,Military Specific Occupations,1,official 2002 Census-to-2000-SOC mapping
9820,Military enlisted tactical operations and air/weapons specialists and crew members,55-3010,2000_SOC_minor_group,55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,2000_SOC_major_group,55-0000,Military Specific Occupations,1,official 2002 Census-to-2000-SOC mapping
9830,"Military, rank not specified",none,2000_SOC_minor_group,,,2000_SOC_major_group,55-0000,Military Specific Occupations,1,military rank not specified; assigned only to official military major group
9920,"Unemployed, last worked five years ago or earlier or never worked",none,2000_SOC_minor_group,,,2000_SOC_major_group,,,0,not an occupation; excluded from all analytic occupation levels
